Bill_No,F_TASTE,F_PRESENT,F_TEMPERA,S_QUALITY,S_COURTESY,S_PROMPTNE,A_REMARKS,COUNTRY,TABLE_NO,SALE,excellent,worse,awesome,good
553,1,1,1,2,1,1,"Parking Problem, Parking People Day Parking After 1000   Is Closed.Only Exit Gate Open So Long Waiting Please Solve",India,34,16562,FALSE,FALSE,FALSE,FALSE
554,1,1,1,2,1,1,The Champ Needs To Be Easier Mouth was Too Stifo,India,47,3714,FALSE,FALSE,FALSE,FALSE
555,1,1,1,1,1,1,Nice Food,India,38,9051,FALSE,FALSE,FALSE,FALSE
556,1,1,1,1,2,2,The Staff Should Be More Courteous & Humble With The Guest.Especially Mr Birbal He Is Too Rude,India,39,14527,FALSE,FALSE,FALSE,FALSE
557,1,1,1,1,1,1,We Should Come Back Soon.,India,19,18531,FALSE,FALSE,FALSE,FALSE
558,1,1,1,1,1,1,"Very Nice Ambiance, Good Service.Music Selection Was Also Nice Will Come Back To Eat Again",India,29,1766,FALSE,FALSE,FALSE,TRUE
559,1,1,1,1,2,1,Presentation Is Good.,India,10,7677,FALSE,FALSE,FALSE,TRUE
560,1,1,1,1,2,2,Glassed Look Old Has Moved Needs To Go.,India,36,4408,FALSE,FALSE,FALSE,FALSE
561,1,1,1,1,1,1,Lovely Food & Service Thank You,India,28,3259,FALSE,FALSE,FALSE,FALSE
562,1,1,1,1,1,1,Service & Quality Are AS Per Our Expection,India,28,12277,FALSE,FALSE,FALSE,FALSE
563,1,1,1,1,1,1,"Great Service, Fabulous Ambiance.",India,42,14730,FALSE,FALSE,FALSE,FALSE
564,1,1,1,1,1,1,Great Place Great Food Great Serevice,India,36,4168,FALSE,FALSE,FALSE,FALSE
565,1,1,1,1,2,2,Overall Great. Excellent Food And Ambience Water Service Was Slow And Not Without Asking  Multtiple Times,India,12,17529,TRUE,FALSE,FALSE,FALSE
566,2,1,1,2,2,2,Keep It Up,India,43,770,FALSE,FALSE,FALSE,FALSE
567,1,1,1,1,1,1,"Really Outstanding Food & Service, Always & Feel Great After Visiting This Place Keep Up The Good Work",India,6,7469,FALSE,FALSE,FALSE,TRUE
568,1,1,1,1,1,1,More Variety Of Beer Would Be Nicer Especially ,India,39,7350,FALSE,FALSE,FALSE,FALSE
569,1,1,1,1,1,1,The Delicacies Of The Restaurant Have Been Really Enjoyable,India,41,9870,FALSE,FALSE,FALSE,FALSE
570,1,1,1,1,1,1,Fantastic Food.,India,45,4871,FALSE,FALSE,FALSE,FALSE
571,1,1,1,1,1,1,Absolutely Fantastic Saurabh Makes The Difference,India,49,8106,FALSE,FALSE,FALSE,FALSE
572,2,1,1,2,1,2,Need Some Important In Terms Of Speed Of Service,India,28,3985,FALSE,FALSE,FALSE,FALSE
573,1,1,1,1,1,1,All Good,India,38,6499,FALSE,FALSE,FALSE,TRUE
574,2,2,1,1,2,3,Overall Good Bit Oily And More Salt,India,15,11209,FALSE,FALSE,FALSE,TRUE
575,1,1,1,1,1,1,Very Vintage Nice,India,29,10612,FALSE,FALSE,FALSE,FALSE
576,1,1,1,1,1,1,Keep It Up,India,50,17699,FALSE,FALSE,FALSE,FALSE
577,2,2,1,2,1,1,Nice Experience,India,15,3173,FALSE,FALSE,FALSE,FALSE
578,1,1,1,1,1,1,Excellent Keep Up The Good Work,India,32,3961,TRUE,FALSE,FALSE,TRUE
579,1,1,1,1,1,1,The Evening Was Going Great Till The Buter Chiken Had Stale Chiken Some Pieces Tasted Sour And Smelt Bad,India,34,1293,FALSE,FALSE,FALSE,FALSE
580,2,1,1,1,1,2,Good Service,India,18,18674,FALSE,FALSE,FALSE,TRUE
581,1,1,1,1,1,1,My Second Visit Is Great Ambience & Good Tasty Food,India,23,3021,FALSE,FALSE,FALSE,TRUE
582,1,1,1,1,1,1,Good Service,India,32,8174,FALSE,FALSE,FALSE,TRUE
583,1,1,3,1,1,1,Air Condition Ambience Is Not Sufficent,India,43,5973,FALSE,FALSE,FALSE,FALSE
584,2,2,2,1,1,2,The Entrance To The Coffee House Is Very Good Attractive,India,49,321,FALSE,FALSE,FALSE,TRUE
585,1,1,1,1,1,1,Staff Is Very Helpful & The Food Is Very Good,India,10,1807,FALSE,FALSE,FALSE,TRUE
586,1,1,1,1,1,1,Awesome Food,India,37,12157,FALSE,FALSE,TRUE,FALSE
587,1,1,1,1,1,1,Great Food,India,24,4831,FALSE,FALSE,FALSE,FALSE
588,1,1,1,1,1,1,The Service And The Staff Was Extremely Friendly,India,48,6717,FALSE,FALSE,FALSE,FALSE
589,1,1,1,1,1,1,No Its Perfect,India,40,14177,FALSE,FALSE,FALSE,FALSE
590,1,1,1,1,1,1,Excellent Service,India,10,19396,TRUE,FALSE,FALSE,FALSE
591,1,1,1,1,1,1,Very Good Service Taste & Food,India,21,2066,FALSE,FALSE,FALSE,TRUE
592,1,1,1,1,1,1,Excellent,India,21,11935,TRUE,FALSE,FALSE,FALSE
593,1,1,1,1,1,1,Great Service,India,36,522,FALSE,FALSE,FALSE,FALSE
594,1,1,1,1,1,1,Great Food,India,16,1466,FALSE,FALSE,FALSE,FALSE
595,1,1,1,1,1,1,Awesome Food,India,30,14581,FALSE,FALSE,TRUE,FALSE
596,1,1,1,2,2,1,Good Ambiance & Keep Up The Good Work,India,5,13733,FALSE,FALSE,FALSE,TRUE
597,1,1,1,1,1,1,Good Ambiance & Food,India,11,9341,FALSE,FALSE,FALSE,TRUE
598,1,1,1,1,1,1,Very Good Better Then Before,India,16,15334,FALSE,FALSE,FALSE,TRUE
599,1,1,1,1,1,1,Very Good Better Then Before,India,25,13780,FALSE,FALSE,FALSE,TRUE
600,1,1,1,1,1,1,Perfect,India,39,7248,FALSE,FALSE,FALSE,FALSE
601,1,1,1,1,1,1,Everything Was Great,India,21,4487,FALSE,FALSE,FALSE,FALSE
602,1,1,1,1,1,1,Good Food,India,29,2151,FALSE,FALSE,FALSE,TRUE
603,1,1,1,1,1,1,Excellent Food Excellent Service By Jeet Please Keep It Up,India,2,4597,TRUE,FALSE,FALSE,FALSE
604,1,1,1,1,1,1,Food Was Perfect But Not The Tea.,India,48,17438,FALSE,FALSE,FALSE,FALSE
605,1,1,1,1,1,1,PlS Wait For Sometime To Pickup Plates After Having Dinner.,India,37,15943,FALSE,FALSE,FALSE,FALSE
606,1,1,1,1,2,2,None,India,1,8736,FALSE,FALSE,FALSE,FALSE
607,3,2,3,1,1,2,Chinese Wisent Really Chinese Hot Garlic Was Not Tasty and Garlic Chowmein Don't Have Any Taste I Hate The Garlic,India,24,19094,FALSE,FALSE,FALSE,FALSE
608,1,1,1,1,1,1,Awesome Food,India,27,19045,FALSE,FALSE,TRUE,FALSE
609,1,1,1,1,1,1,Perfect,India,14,7351,FALSE,FALSE,FALSE,FALSE
610,1,1,1,1,1,1,Excellent,India,6,496,TRUE,FALSE,FALSE,FALSE
611,1,1,1,1,1,1,Excellent,India,18,1915,TRUE,FALSE,FALSE,FALSE
612,1,1,1,1,1,1,The Food Was Delicious Enjoyed It A lot.Thank You,India,42,4912,FALSE,FALSE,FALSE,FALSE
613,1,1,1,1,1,1,Its Our Favourate Place Since 1986 Simply Love It,India,34,19799,FALSE,FALSE,FALSE,FALSE
614,1,1,1,1,1,1,"Excellent Courtesy, Great Teste & Ambiance Please It Up",India,17,16501,TRUE,FALSE,FALSE,FALSE
615,1,1,1,1,1,1,Good Food.,India,8,3308,FALSE,FALSE,FALSE,TRUE
616,1,1,1,1,1,1,Very Good Better Then Before,India,2,12765,FALSE,FALSE,FALSE,TRUE
617,1,1,1,1,1,1,Excellent Experience Will Sevely Come Back ,India,11,4003,TRUE,FALSE,FALSE,FALSE
618,1,1,1,1,1,1,Nice Experience,India,33,6397,FALSE,FALSE,FALSE,FALSE
619,1,1,1,1,1,1,Great Food & Hospitality,India,16,15375,FALSE,FALSE,FALSE,FALSE
620,1,1,1,1,1,1,Nice To Visit,India,42,19588,FALSE,FALSE,FALSE,FALSE
621,1,1,1,1,1,1,"Awesome Food, Good Job",India,34,6160,FALSE,FALSE,TRUE,TRUE
622,1,1,1,1,1,1,There Should Be A Siege Of Corporate Discount As Well.,India,11,6247,FALSE,FALSE,FALSE,FALSE
623,1,1,1,1,1,1,Brilliant. Keep It Up.,India,41,16959,FALSE,FALSE,FALSE,FALSE
624,1,1,1,1,1,1,Food Was Great,India,15,549,FALSE,FALSE,FALSE,FALSE
625,1,1,1,1,1,1,Excellent,India,38,17335,TRUE,FALSE,FALSE,FALSE
626,1,1,1,1,1,1,Keep It Up,India,38,19929,FALSE,FALSE,FALSE,FALSE
627,1,1,1,1,1,1,Good Ambience Good Service Keep Up The Good Job,India,34,2399,FALSE,FALSE,FALSE,TRUE
628,1,1,1,1,1,1,Tasty Food We Ever Enjoy Thanks,India,38,3623,FALSE,FALSE,FALSE,FALSE
629,1,1,1,1,1,1,No Its Perfect,India,35,7106,FALSE,FALSE,FALSE,FALSE
630,1,1,1,1,1,1,Butter Chicken Took A Lot Of Time To Be Served,India,6,9635,FALSE,FALSE,FALSE,FALSE
631,1,1,1,1,1,1,We Are Very Pleasured With Our Experience We Are Customers Since 40 Years,India,9,15076,FALSE,FALSE,FALSE,FALSE
632,1,1,1,1,1,1,Food Was Tasted Fresh And Authentic,India,6,19920,FALSE,FALSE,FALSE,FALSE
633,1,1,1,1,1,1,It Is A Great And Beautiful Site,India,23,14519,FALSE,FALSE,FALSE,FALSE
634,1,1,1,1,1,1,All Is Well,India,47,8774,FALSE,FALSE,FALSE,FALSE
635,1,1,1,1,1,1,Excellent,India,30,12649,TRUE,FALSE,FALSE,FALSE
636,1,2,1,1,1,1,Very Good Food Great Service Keep It Up,India,46,8341,FALSE,FALSE,FALSE,TRUE
637,1,1,1,1,1,1,Much Has Always Been Our Best Food. Thank You For Your Services,India,35,16496,FALSE,FALSE,FALSE,FALSE
638,1,1,1,1,1,1,Excellent,India,43,763,TRUE,FALSE,FALSE,FALSE
639,1,1,3,1,1,1,Keep It Up,India,40,6566,FALSE,FALSE,FALSE,FALSE
640,1,2,1,1,1,1,Very Good Better Then Before,India,23,9854,FALSE,FALSE,FALSE,TRUE
641,1,1,1,1,1,1,Add More Duck Preparation The Duck Served Was Excellent,India,22,5912,TRUE,FALSE,FALSE,FALSE
642,1,1,1,1,1,1,Very Nice Variety Hooke The Quality & Authencity Is Maintained Across,India,43,14606,FALSE,FALSE,FALSE,FALSE
643,1,1,1,1,1,1,All Was Very Good.,India,43,12970,FALSE,FALSE,FALSE,TRUE
644,1,1,1,1,1,1,Excellent,India,46,8941,TRUE,FALSE,FALSE,FALSE
645,1,1,1,1,1,1,"Kyushu Sandeep We Loved Your Huge, Gulag Janus Yummy",India,26,5695,FALSE,FALSE,FALSE,FALSE
646,2,2,1,2,1,2,The Food Was Not As Good As I Remembered Expected,India,23,1184,FALSE,FALSE,FALSE,TRUE
647,1,1,1,1,1,1,Good Food Quality. Nice Ambience Keep It Up,India,5,19300,FALSE,FALSE,FALSE,TRUE
648,1,1,1,1,1,1,Nice Ambience,India,31,14748,FALSE,FALSE,FALSE,FALSE
649,1,1,1,1,1,1,Good Restaurant,India,21,17225,FALSE,FALSE,FALSE,TRUE
650,1,1,2,1,1,1,Carry On With Your Tradition. Pleasured To Be Have,India,37,8355,FALSE,FALSE,FALSE,FALSE
651,1,1,2,1,1,1,Excellent Menu Options,India,48,18066,TRUE,FALSE,FALSE,FALSE
652,1,1,1,1,1,2,Ice Tea Could Be Better,India,14,17122,FALSE,FALSE,FALSE,FALSE
653,1,1,1,1,1,1,Just A Few Gets Which We Would Do Well Wishes,India,29,9751,FALSE,FALSE,FALSE,FALSE
654,1,1,1,1,1,1,Keep It Up But Quantity Should Be Increased,India,21,993,FALSE,FALSE,FALSE,FALSE
655,1,1,1,1,1,2,Kindly Add Some More Indian Snacks,India,40,18490,FALSE,FALSE,FALSE,FALSE
656,1,1,1,1,1,1,Besant Took Care Of Us Really Well Thank You,India,16,10769,FALSE,FALSE,FALSE,FALSE
657,1,1,1,1,1,1,Out Standing,India,24,1560,FALSE,FALSE,FALSE,FALSE
658,1,1,2,1,1,1,Fish Was Really Good,India,50,2356,FALSE,FALSE,FALSE,TRUE
659,1,1,1,1,1,1,Good As Always,India,5,6924,FALSE,FALSE,FALSE,TRUE
660,1,1,1,1,1,1,Should Allow More Cups With Coffee Pot,India,2,7262,FALSE,FALSE,FALSE,FALSE
661,1,1,1,1,1,1,Good As Always,India,24,10096,FALSE,FALSE,FALSE,TRUE
662,1,1,1,1,1,1,If Anyone Wants To Speak In Hindi Please Co-Operate Because Hindi Is Our National Language ,India,5,12312,FALSE,FALSE,FALSE,FALSE
663,1,1,1,1,1,1,Loved The Place And Food Hope To Come Again Soon,India,44,4645,FALSE,FALSE,FALSE,FALSE
664,1,1,1,1,1,1,Good Food,India,24,17335,FALSE,FALSE,FALSE,TRUE
665,1,1,1,1,1,1,Oaf Food And Service Keep Up The Good Work,India,22,16796,FALSE,FALSE,FALSE,TRUE
666,1,1,1,1,1,1, Excellent,India,27,6171,TRUE,FALSE,FALSE,FALSE
667,1,1,1,1,1,1,Show Service,India,5,19288,FALSE,FALSE,FALSE,FALSE
668,1,1,1,1,1,1,Perfect,India,44,6296,FALSE,FALSE,FALSE,FALSE
669,1,2,2,1,2,2,Didn't Like The Capuchin,India,5,8032,FALSE,FALSE,FALSE,FALSE
670,1,1,1,1,1,1,Best  ,India,34,1987,FALSE,FALSE,FALSE,FALSE
671,1,1,1,1,1,1,I Am Coming To This Place After 12 Years And Food Still Excellent,India,1,15944,TRUE,FALSE,FALSE,FALSE
672,3,1,1,1,1,1,Very Good Better Then Before,India,15,16158,FALSE,FALSE,FALSE,TRUE
673,1,1,1,1,1,1,The Ambience Is Very Pleasant,India,23,456,FALSE,FALSE,FALSE,FALSE
674,1,1,1,1,1,1,Good Experience,India,18,17228,FALSE,FALSE,FALSE,TRUE
675,1,1,1,1,1,1,Beautiful Dcor,India,36,2806,FALSE,FALSE,FALSE,FALSE
676,2,2,1,2,2,2,Good Food,India,5,1722,FALSE,FALSE,FALSE,TRUE
677,2,2,2,2,2,2,Good Ambience,India,5,2210,FALSE,FALSE,FALSE,TRUE
678,1,1,1,1,1,1,Good Food,India,48,3722,FALSE,FALSE,FALSE,TRUE
679,1,1,3,1,1,2,Ac Is Too Cold,India,19,12925,FALSE,FALSE,FALSE,FALSE
680,1,1,1,1,1,1,Excellent Service,India,4,11865,TRUE,FALSE,FALSE,FALSE
681,1,1,1,1,1,1,I Had A Nice Experience Here,India,19,15691,FALSE,FALSE,FALSE,FALSE
682,1,1,1,1,1,2,Had A Great Meeting My Best Friend,India,33,7601,FALSE,FALSE,FALSE,FALSE
683,1,1,1,1,1,1,You're Doing Fine,India,27,13718,FALSE,FALSE,FALSE,FALSE
684,1,1,1,1,1,1,Excellent Food With Highly Prompt & Courteous Service,India,47,18657,TRUE,FALSE,FALSE,FALSE
685,1,1,1,1,1,1,Satisfactory,India,16,2057,FALSE,FALSE,FALSE,FALSE
686,1,1,1,1,1,2,Everything Was Awesome!!,India,15,4658,FALSE,FALSE,TRUE,FALSE
687,1,1,1,1,1,1,Need A Kids Zone,India,7,16247,FALSE,FALSE,FALSE,FALSE
688,1,2,2,2,2,2,Please Serve Toasted Bread,Japan,31,14127,FALSE,FALSE,FALSE,FALSE
689,1,1,1,1,1,1,Ac Temp Was Not Optimum,India,50,17900,FALSE,FALSE,FALSE,FALSE
690,1,1,1,1,1,2,"Great Experience, Every time!",India,3,7852,FALSE,FALSE,FALSE,FALSE
691,1,1,1,1,1,1,I've Always Loved Much. Be As You Are Always,India,11,8857,FALSE,FALSE,FALSE,FALSE
692,1,1,1,1,1,1,"Very Good, Excellent, Fine, Ok",India,16,10910,TRUE,FALSE,FALSE,TRUE
693,1,1,1,1,1,1,Good Food,India,3,7605,FALSE,FALSE,FALSE,TRUE
694,1,1,1,1,1,1,Awesome Food! Loved Biryani,India,11,17911,FALSE,FALSE,TRUE,FALSE
695,1,1,1,1,1,1,Great Food,India,50,6686,FALSE,FALSE,FALSE,FALSE
696,1,1,1,1,1,1,Nice Suggestions & Service By The Service. Will Definitely In Time,India,33,8041,FALSE,FALSE,FALSE,FALSE
697,1,1,1,1,1,1,Good Food!,India,11,17942,FALSE,FALSE,FALSE,TRUE
698,1,1,1,1,1,1,I Love The Food Here,India,48,17712,FALSE,FALSE,FALSE,FALSE
699,1,1,2,1,1,1,Very Good Service. Will Visit Again & Sure!!,India,23,11542,FALSE,FALSE,FALSE,TRUE
700,1,1,1,2,1,3,Put Up More Paintings,India,20,15580,FALSE,FALSE,FALSE,FALSE
701,1,1,1,1,1,2,Could Add More Jain Dishes,India,2,18747,FALSE,FALSE,FALSE,FALSE
702,2,2,2,2,1,1,Regular Here  But Quality Of Food Not As Before Not Bad Either But Just Not As Good As Before,India,16,8565,FALSE,FALSE,FALSE,TRUE
703,1,1,1,1,1,1,Good Experience,India,46,12910,FALSE,FALSE,FALSE,TRUE
704,1,1,1,1,1,1,Overall Good,India,30,7094,FALSE,FALSE,FALSE,TRUE
705,1,1,1,1,1,1,Excellent,India,21,7878,TRUE,FALSE,FALSE,FALSE
706,1,1,1,1,1,1,I Missed The Food For Last Many Years. Next Time I Will Visit With My Family & Friends,India,11,1259,FALSE,FALSE,FALSE,FALSE
707,2,2,2,2,1,3,Hara Bara Kebab Was Undiscovered,India,35,5722,FALSE,FALSE,FALSE,FALSE
708,1,1,2,1,1,1,Club Sandwiches Can Be Better Tasting,India,12,1242,FALSE,FALSE,FALSE,FALSE
709,1,1,1,1,1,1,Carpet Is Dirty Can Be Changed,India,36,11742,FALSE,FALSE,FALSE,FALSE
710,1,2,1,1,1,1,Salt Was Less In Spring Rolls,India,46,14035,FALSE,FALSE,FALSE,FALSE
711,1,1,1,1,1,1,Always A Good Experience,India,33,1060,FALSE,FALSE,FALSE,TRUE
712,1,1,1,1,1,1,We Enjoyed The Time!,India,46,12535,FALSE,FALSE,FALSE,FALSE
713,2,2,3,2,1,2,Good Food,India,37,1908,FALSE,FALSE,FALSE,TRUE
714,1,1,2,1,1,2,Keep It Up As Always,India,2,7477,FALSE,FALSE,FALSE,FALSE
715,1,1,1,1,1,1,Chees Ball Was A Big Disappointment.,India,22,11486,FALSE,FALSE,FALSE,FALSE
716,2,1,1,1,1,1,Try To Include More Variety Of Sandwiched In Veg Section,India,24,1827,FALSE,FALSE,FALSE,FALSE
717,1,1,1,1,1,1,The Table Seemed Cramped,India,22,8453,FALSE,FALSE,FALSE,FALSE
718,1,1,1,1,1,1,Good Food,India,25,19279,FALSE,FALSE,FALSE,TRUE
719,1,2,3,1,3,1,Room Temp. Not Appropriate,India,2,3937,FALSE,FALSE,FALSE,FALSE
720,1,1,1,1,1,1,Please Let Me Know How To Cook Your Curry It Was Absolutely Amazing,Japan,29,13545,FALSE,FALSE,FALSE,FALSE
721,1,1,1,1,1,1,Thanks ,India,20,4943,FALSE,FALSE,FALSE,FALSE
722,1,1,2,1,1,2,Good Food,India,10,1899,FALSE,FALSE,FALSE,TRUE
723,1,1,1,1,1,1,Since 30 Year I Have Been York Customer,Japan,38,9663,FALSE,FALSE,FALSE,FALSE
724,1,1,1,1,1,1,Everything Was Great,India,49,5542,FALSE,FALSE,FALSE,FALSE
725,1,1,1,1,1,1,Keep Up The Good Work,India,12,4323,FALSE,FALSE,FALSE,TRUE
726,1,1,2,1,2,1,No Thanks,India,7,2946,FALSE,FALSE,FALSE,FALSE
727,1,1,1,1,1,1,Very Good ,India,37,4008,FALSE,FALSE,FALSE,TRUE
728,1,1,2,1,1,1,Yes Just Put A Entertainment,India,46,16177,FALSE,FALSE,FALSE,FALSE
729,1,1,1,1,1,1,Soothing Music,India,1,10613,FALSE,FALSE,FALSE,FALSE
730,1,1,2,1,1,1,Excellent Food Served With Style,India,4,15372,TRUE,FALSE,FALSE,FALSE
731,2,1,2,1,1,1,The Countieabal Dish Would Do Well With A Bit More Seaming,India,8,17406,FALSE,FALSE,FALSE,FALSE
732,1,1,1,1,1,1,Very Nice Lunch,London,22,1300,FALSE,FALSE,FALSE,FALSE
733,2,2,2,2,3,3,New Menus Different Music ,London,46,2855,FALSE,FALSE,FALSE,FALSE
734,1,2,1,3,1,1,Chiken More Cooked,London,17,7800,FALSE,FALSE,FALSE,FALSE
735,1,1,1,1,1,1,Very Good Food And Service,Lancaster Uk,4,8335,FALSE,FALSE,FALSE,TRUE
736,1,1,1,1,1,1,Excellent Service,London,50,10974,TRUE,FALSE,FALSE,FALSE
737,1,1,1,1,1,1,None-Excellent All Round,London,6,7104,TRUE,FALSE,FALSE,FALSE
738,2,2,2,2,2,2,Chicken Slightly Over Cooked But Very Tasty All Round,London,49,9249,FALSE,FALSE,FALSE,FALSE
739,1,1,1,1,1,1,Lovely Food We Come For Lunch 2 Days ,London,35,7326,FALSE,FALSE,FALSE,FALSE
